location,source,target,id,fuzzy,context,translator_comments,developer_comments
,Wreck,Wreck,,False,osm_wreck,,"' Open Street Map term wreck. Wreckage of a vehicle, ship, or structure, often submerged or stranded'"
,Pillory,Pillory,,False,osm_pillory,,' Open Street Map term pillory. A historic device used for public punishment.'
,Monastery,Monastery,,False,osm_monastery,,' Open Street Map term monastery. A building or complex where monks or nuns live and worship.'
,Locomotive,Locomotive,,False,osm_locomotive,,' Open Street Map term locomotive. A rail vehicle providing motive power for trains.'
,Fort,Fort,,False,osm_fort,,' Open Street Map term fort. A defensive military structure or stronghold.'
,Service Area,Service Area,,False,osm_services,,"' Open Street Map term services. Roadside service area providing fuel, food, and rest facilities.'"
,Lifeguard Tower,Lifeguard Tower,,False,osm_lifeguard_tower,,' Open Street Map term lifeguard_tower. Raised post used by lifeguards to observe swimmers.'
,Temple,Temple,,False,osm_temple,,' Open Street Map term temple. Place of worship used for religious services.'
,National Park,National Park,,False,osm_national_park,,' Open Street Map term national_park. Protected natural area managed at the national level.'
,Heliport,Heliport,,False,osm_heliport,,' Open Street Map term heliport. Facility for helicopter takeoffs and landings.'
,Public Park,Public Park,,False,osm_public_park,,' Open Street Map term public_park. Open green space for public recreation.'
,Department Store Shop,Department Store Shop,,False,osm_department_store,,' Open Street Map term department_store. Large retail outlet selling a wide range of goods.'
,Studio,Studio,,False,osm_studio,,"' Open Street Map term studio. Space used for creative work, art, photography, or recording.'"
,Public Building,Public Building,,False,osm_public_building,,' Open Street Map term public_building. Government or civic building open to the public.'
,Clock,Clock,,False,osm_clock,,' Open Street Map term clock. Public clock or clock tower fixture.'
,Casino,Casino,,False,osm_casino,,' Open Street Map term casino. Venue for gambling and gaming activities.'
,Ferry Terminal,Ferry Terminal,,False,osm_ferry_terminal,,' Open Street Map term ferry_terminal. Docking and boarding point for ferry services.'
,'%s Ferry Terminal','%s Ferry Terminal',,False,osm_ferry_terminal_named,,' Open Street Map term ferry_terminal. Named ferry terminal.'
,Stadium,Stadium,,False,osm_stadium,,' Open Street Map term stadium. Large sporting venue with spectator seating.'
,Dam,Dam,,False,osm_dam,,' Open Street Map term dam. Barrier constructed to hold back or control water.'
,Dock,Dock,,False,osm_dock,,"' Open Street Map term dock. Structure for mooring, loading, or unloading boats.'"
,Geyser,Geyser,,False,osm_geyser,,' Open Street Map term geyser. Hot spring that intermittently ejects water and steam.'
,Bay,Bay,,False,osm_bay,,' Open Street Map term bay. Coastal indentation of water partially enclosed by land.'
,Barracks,Barracks,,False,osm_barracks,,' Open Street Map term barracks. Buildings used to house military personnel.'
,Windmill,Windmill,,False,osm_windmill,,' Open Street Map term windmill. Structure using wind power to mill grain or generate energy.'
,Watermill,Watermill,,False,osm_watermill,,' Open Street Map term watermill. Mill powered by flowing water for grinding or mechanical work.'
,Communications Tower,Communications Tower,,False,osm_communications_tower,,"' Open Street Map term communications_tower. Tower supporting radio, cellular, or broadcast antennas.'"
,Swimming Area,Swimming Area,,False,osm_swimming_area,,' Open Street Map term swimming_area. Designated zone in water bodies intended for swimming.'
,Slipway,Slipway,,False,osm_slipway,,' Open Street Map term slipway. Ramp for launching or retrieving boats from the water.'
,Nature Reserve,Nature Reserve,,False,osm_nature_reserve,,' Open Street Map term nature_reserve. Protected area for conservation of wildlife and habitat.'
,Marina,Marina,,False,osm_marina,,' Open Street Map term marina. Harbor with berths and services for small boats and yachts.'
,Ice Rink,Ice Rink,,False,osm_ice_rink,,' Open Street Map term ice_rink. Surface area used for ice skating or ice sports.'
,Manor,Manor,,False,osm_manor,,' Open Street Map term manor. Large historic country house or estate.'
,City Gate,City Gate,,False,osm_city_gate,,' Open Street Map term city_gate. Historic gateway marking an entrance to a town or city.'
,Castle,Castle,,False,osm_castle,,' Open Street Map term castle. Fortified historic residence or defensive fortress.'
,Aircraft,Aircraft,,False,osm_aircraft,,' Open Street Map term aircraft. Fixed-wing flying vehicle such as an airplane.'
,Digester,Digester,,False,osm_digester,,"' Open Street Map term digester. Tank or vessel for biological decomposition (e.g., sewage).'"
,Sally Port,Sally Port,,False,osm_sally_port,,' Open Street Map term sally_port. Secured controlled entryway in fortifications or prisons.'
,Aerodrome,Aerodrome,,False,osm_aerodrome,,"' Open Street Map term aerodrome. Airfield for aircraft operations, often smaller than an airport.'"
,Shopping Mall,Shopping Mall,,False,osm_shopping_mall,,' Open Street Map term shopping_mall. Large indoor complex containing multiple retail outlets.'
,Cinema,Cinema,,False,osm_cinema,,' Open Street Map term cinema. Movie theater where films are shown to the public.'
,Rescue Station,Rescue Station,,False,osm_rescue_station,,' Open Street Map term rescue_station. Facility for emergency rescue services and equipment.'
,Airport,Airport,,False,osm_airport,,' Open Street Map term airport. Facility for aircraft operations and passenger services.'
,Theatre,Theatre,,False,osm_theatre,,' Open Street Map term theatre. Venue for live stage performances and shows.'
,Library,Library,,False,osm_library,,' Open Street Map term library. Public place lending books and offering information services.'
,University,University,,False,osm_university,,' Open Street Map term university. Institution of higher education or campus.'
,Police Station,Police Station,,False,osm_police,,' Open Street Map term police. Local law enforcement office or station.'
,Embassy,Embassy,,False,osm_embassy,,' Open Street Map term embassy. Diplomatic mission representing a foreign country.'
,Bus Station,Bus Station,,False,osm_bus_station,,' Open Street Map term bus_station. Terminal for intercity or local bus services.'
,Station,Station,,False,osm_station,,"' Open Street Map term station. General station for transport or services (rail, bus, etc.).'"
,Toll Booth,Toll Booth,,False,osm_toll_booth,,' Open Street Map term toll_booth. Point on a road where tolls are collected.'
,Lift,Lift,,False,osm_lift,,' Open Street Map term lift. Elevator used for vertical transport between floors.'
,Unmanaged Crosswalk,Unmanaged Crosswalk,,False,osm_unmanaged_crossing,,' Open Street Map term unmanaged_crossing. Crossing without active control like gates or lights.'
,Pharmacy Shop,Pharmacy Shop,,False,osm_pharmacy,,' Open Street Map term pharmacy. Retail outlet dispensing medicines and health products.'
,Kneipp Water Cure,Kneipp Water Cure,,False,osm_kneipp_water_cure,,' Open Street Map term kneipp_water_cure. Facility offering Kneipp-style therapeutic water treatments.'
,Food Court,Food Court,,False,osm_food_court,,' Open Street Map term food_court. Shared dining area with multiple food vendors.'
,Chemist Shop,Chemist Shop,,False,osm_chemist,,' Open Street Map term chemist. Retail outlet selling medicines and health products (chemist).'
,Checkpoint,Checkpoint,,False,osm_checkpoint,,"' Open Street Map term checkpoint. Controlled point for security, customs, or border checks.'"
,Dog Park,Dog Park,,False,osm_dog_park,,' Open Street Map term dog_park. Fenced area where dogs can exercise off-leash.'
,Kissing Gate,Kissing Gate,,False,osm_kissing_gate,,' Open Street Map term kissing_gate. Small gate allowing people but not livestock to pass.'
,Car Rental,Car Rental,,False,osm_car_rental,,' Open Street Map term car_rental. Business renting cars to customers.'
,Pedestrian Area,Pedestrian Area,,False,osm_pedestrianised_area,,' Open Street Map term pedestrianised_area. Street or zone reserved for pedestrians only.'
,Escalator,Escalator,,False,osm_escalator,,' Open Street Map term escalator. Moving staircase for transporting people between levels.'
,Shelter,Shelter,,False,osm_shelter,,' Open Street Map term shelter. Covered structure providing protection from the elements.'
,Water Point,Water Point,,False,osm_water_point,,' Open Street Map term water_point. Public tap or standpipe providing water.'
,Subway Entrance,Subway Entrance,,False,osm_subway_entrance,,' Open Street Map term subway_entrance. Access point to an underground metro or subway station.'
,Cave Entrance,Cave Entrance,,False,osm_cave_entrance,,' Open Street Map term cave_entrance. Natural opening leading into a cave system.'
,Swing Gate,Swing Gate,,False,osm_swing_gate,,' Open Street Map term swing_gate. Gate that swings open on hinges.'
,Stile,Stile,,False,osm_stile,,' Open Street Map term stile. Structure allowing pedestrians to pass over a fence or wall.'
,Car Sharing,Car Sharing,,False,osm_car_sharing,,' Open Street Map term car_sharing. Designated spot for shared-use vehicles.'
,Customer Service,Customer Service,,False,osm_customer_service,,' Open Street Map term customer_service. Desk or office providing help and information to customers.'
,Watering Place,Watering Place,,False,osm_watering_place,,' Open Street Map term watering_place. Location where animals or livestock are given water.'
,Platform,Platform,,False,osm_platform,,' Open Street Map term platform. Raised area beside tracks for passenger boarding.'
,Horse Stile,Horse Stile,,False,osm_horse_stile,,' Open Street Map term horse_stile. Passage designed to allow horses to cross barriers.'
,Bureau de Change,Bureau de Change,,False,osm_bureau_de_change,,' Open Street Map term bureau_de_change. Office where currency exchange services are provided.'
,Stairs,Stairs,,False,osm_stairs,,' Open Street Map term stairs. Fixed stairway connecting different levels or floors.'
,Bicycle Rental,Bicycle Rental,,False,osm_bicycle_rental,,' Open Street Map term bicycle_rental. Service location for renting bicycles.'
,Tram Stop,Tram Stop,,False,osm_tram_stop,,' Open Street Map term tram_stop. Designated stop for trams or light rail vehicles.'
,'%s Tram Stop','%s Tram Stop',,False,osm_tram_stop_named,,"' OSM tag for tram stop preceded by its name e.g. ""Moor Road tram stop"" '"
,Subway Station,Subway Station,,False,osm_subway,,' Open Street Map term subway. Underground railway system or metro network.'
,'%s Subway Station','%s Subway Station',,False,osm_subway_named,,"' OSM tag for named subway station (underground trains) e.g. ""Kings Cross underground station '"
,Hampshire Gate,Hampshire Gate,,False,osm_hampshire_gate,,' Open Street Map term hampshire_gate. A UK-style gate design used on footpaths.'
,Full-Height Turnstile,Full-Height Turnstile,,False,osm_full_height_turnstile,,' Open Street Map term full-height_turnstile. Tall turnstile controlling pedestrian access.'
,Boat Sharing,Boat Sharing,,False,osm_boat_sharing,,' Open Street Map term boat_sharing. Shared boat docking point for communal vessels.'
,Help Point,Help Point,,False,osm_help_point,,' Open Street Map term help_point. Emergency or information call station for assistance.'
,Open Space,Open Space,,False,osm_open_space,,' Open Street Map term open_space. Unbuilt land area available for public use.'
